id,industria,sector
7232,Biotechnology: Pharmaceutical Preparations,Health Care
7233,Semiconductors,Technology
7234,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7235,,
7236,Other Specialty Stores,Consumer Discretionary
7237,Managed Health Care,Health Care
7238,Finance: Consumer Services,Finance
7239,Telecommunications Equipment,Telecommunications
7240,Biotechnology: Pharmaceutical Preparations,Health Care
7241,EDP Services,Technology
7242,EDP Services,Technology
7243,EDP Services,Technology
7244,Medical/Dental Instruments,Health Care
7245,Biotechnology: Pharmaceutical Preparations,Health Care
7246,Medicinal Chemicals and Botanical Products,Health Care
7247,EDP Services,Technology
7248,Life Insurance,Finance
7249,,
7250,Building Materials,Industrials
7251,Apparel,Consumer Discretionary
7252,,
7253,Finance/Investors Services,Finance
7254,Power Generation,Utilities
7255,Power Generation,Utilities
7256,Investment Managers,Finance
7257,Trusts Except Educational Religious and Charitable,Finance
7258,Medicinal Chemicals and Botanical Products,Health Care
7259,,
7260,Consumer Electronics/Appliances,Industrials
7261,Multi-Sector Companies,Miscellaneous
7262,Multi-Sector Companies,Industrials
7263,Blank Checks,Finance
7264,Blank Checks,Finance
7265,Power Generation,Utilities
7266,Semiconductors,Technology
7267,Power Generation,Utilities
7268,Radio And Television Broadcasting And Communications Equipment,Technology
7269,Real Estate Investment Trusts,Real Estate
7270,Industrial Machinery/Components,Technology
7271,Electronic Components,Consumer Discretionary
7272,Electronic Components,Consumer Discretionary
7273,Biotechnology: Pharmaceutical Preparations,Health Care
7274,Consumer Electronics/Appliances,Industrials
7275,Consumer Electronics/Appliances,Industrials
7276,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7277,Beverages (Production/Distribution),Consumer Staples
7278,Real Estate,Finance
7279,Investment Managers,Finance
7280,Home Furnishings,Consumer Discretionary
7281,Catalog/Specialty Distribution,Consumer Discretionary
7282,Biotechnology: Pharmaceutical Preparations,Health Care
7283,Industrial Specialties,Consumer Discretionary
7284,Biotechnology: Pharmaceutical Preparations,Health Care
7285,Investment Bankers/Brokers/Service,Finance
7286,Biotechnology: Pharmaceutical Preparations,Health Care
7287,Telecommunications Equipment,Telecommunications
7288,Oil & Gas Production,Energy
7289,Farming/Seeds/Milling,Consumer Staples
7290,Telecommunications Equipment,Telecommunications
7291,Oilfield Services/Equipment,Energy
7292,Industrial Machinery/Components,Industrials
7293,Finance Companies,Finance
7294,Trusts Except Educational Religious and Charitable,Finance
7295,Biotechnology: Pharmaceutical Preparations,Health Care
7296,,
7297,Wholesale Distributors,Industrials
7298,Food Chains,Consumer Staples
7299,Semiconductors,Technology
7300,Integrated oil Companies,Energy
7301,Air Freight/Delivery Services,Consumer Discretionary
7302,Trusts Except Educational Religious and Charitable,Finance
7303,Major Banks,Finance
7304,Major Banks,Finance
7305,Major Banks,Finance
7306,,
7307,,
7308,Blank Checks,Finance
7309,Blank Checks,Finance
7310,Blank Checks,Finance
7311,,
7312,Computer Software: Prepackaged Software,Technology
7313,Consumer Electronics/Appliances,Industrials
7314,Consumer Electronics/Appliances,Industrials
7315,Construction/Ag Equipment/Trucks,Industrials
7316,Trusts Except Educational Religious and Charitable,Finance
7317,Computer Software: Prepackaged Software,Technology
7318,,
7319,Biotechnology: Pharmaceutical Preparations,Health Care
7320,EDP Services,Technology
7321,Real Estate Investment Trusts,Real Estate
7322,,
7323,,
7324,,
7325,,
7326,Oil & Gas Production,Energy
7327,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7328,Industrial Machinery/Components,Industrials
7329,Major Chemicals,Industrials
7330,Oil & Gas Production,Energy
7331,Telecommunications Equipment,Telecommunications
7332,Biotechnology: Pharmaceutical Preparations,Health Care
7333,,
7334,Consumer Electronics/Appliances,Consumer Staples
7335,Investment Managers,Finance
7336,,
7337,Industrial Machinery/Components,Industrials
7338,Trusts Except Educational Religious and Charitable,Finance
7339,,
7340,Apparel,Consumer Discretionary
7341,Retail: Computer Software & Peripheral Equipment,Technology
7342,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
7343,Industrial Specialties,Health Care
7344,Biotechnology: Pharmaceutical Preparations,Health Care
7345,Biotechnology: Pharmaceutical Preparations,Health Care
7346,Real Estate Investment Trusts,Real Estate
7347,Medical Electronics,Health Care
7348,Other Specialty Stores,Consumer Discretionary
7349,Security Systems Services,Technology
7350,Security Systems Services,Technology
7351,Biotechnology: Pharmaceutical Preparations,Health Care
7352,Computer Software: Prepackaged Software,Technology
7353,EDP Services,Technology
7354,Medicinal Chemicals and Botanical Products,Health Care
7355,Other Consumer Services,Consumer Discretionary
7356,Business Services,Consumer Discretionary
7357,EDP Services,Technology
7358,Electrical Products,Consumer Discretionary
7359,Investment Managers,Finance
7360,Consumer Electronics/Appliances,Industrials
7361,EDP Services,Technology
7362,,
7363,Consumer Electronics/Appliances,Industrials
7364,Radio And Television Broadcasting And Communications Equipment,Technology
7365,,
7366,,
7367,Industrial Machinery/Components,Technology
7368,,
7369,Power Generation,Utilities
7370,Educational Services,Consumer Discretionary
7371,Biotechnology: Pharmaceutical Preparations,Health Care
7372,Recreational Games/Products/Toys,Consumer Discretionary
7373,Computer Software: Prepackaged Software,Technology
7374,Biotechnology: Pharmaceutical Preparations,Health Care
7375,Oil & Gas Production,Energy
7376,Finance Companies,Finance
7377,Oilfield Services/Equipment,Energy
7378,Metal Fabrications,Industrials
7379,Real Estate Investment Trusts,Real Estate
7380,Medicinal Chemicals and Botanical Products,Health Care
7381,Educational Services,Consumer Discretionary
7382,Oil & Gas Production,Energy
7383,Military/Government/Technical,Industrials
7384,Biotechnology: Pharmaceutical Preparations,Health Care
7385,Medicinal Chemicals and Botanical Products,Health Care
7386,Industrial Machinery/Components,Technology
7387,Business Services,Consumer Discretionary
7388,Medical Specialities,Health Care
7389,Power Generation,Utilities
7390,Trusts Except Educational Religious and Charitable,Finance
7391,Automotive Aftermarket,Industrials
7392,,
7393,Beverages (Production/Distribution),Consumer Staples
7394,Beverages (Production/Distribution),Consumer Staples
7395,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7396,Biotechnology: Pharmaceutical Preparations,Health Care
7397,Biotechnology: Pharmaceutical Preparations,Health Care
7398,Biotechnology: Pharmaceutical Preparations,Health Care
7399,Telecommunications Equipment,Telecommunications
7400,Consumer Electronics/Appliances,Consumer Staples
7401,,
7402,Catalog/Specialty Distribution,Consumer Discretionary
7403,Railroads,Industrials
7404,Major Banks,Finance
7405,Major Banks,Finance
7406,Major Banks,Finance
7407,Educational Services,Consumer Discretionary
7408,Major Banks,Finance
7409,,
7410,Package Goods/Cosmetics,Consumer Discretionary
7411,Package Goods/Cosmetics,Consumer Discretionary
7412,Major Banks,Finance
7413,Medical Specialities,Health Care
7414,Industrial Machinery/Components,Industrials
7415,Blank Checks,Finance
7416,EDP Services,Technology
7417,Electric Utilities: Central,Utilities
7418,Consumer Electronics/Appliances,Industrials
7419,Internet and Information Services,Technology
7420,Retail-Drug Stores and Proprietary Stores,Consumer Staples
7421,Cable & Other Pay Television Services,Telecommunications
7422,Major Banks,Finance
7423,,
7424,,
7425,Industrial Specialties,Consumer Discretionary
7426,Telecommunications Equipment,Consumer Discretionary
7427,,
7428,Power Generation,Utilities
7429,Finance: Consumer Services,Finance
7430,Computer Software: Prepackaged Software,Technology
7431,Electronic Components,Technology
7432,Industrial Specialties,Industrials
7433,Specialty Insurers,Finance
7434,Trusts Except Educational Religious and Charitable,Finance
7435,,
7436,Real Estate,Real Estate
7437,Trusts Except Educational Religious and Charitable,Finance
7438,EDP Services,Technology
7439,Power Generation,Utilities
7440,EDP Services,Technology
7441,EDP Services,Technology
7442,Blank Checks,Finance
7443,Real Estate Investment Trusts,Real Estate
7444,Restaurants,Consumer Discretionary
7445,Trucking Freight/Courier Services,Industrials
7446,Oilfield Services/Equipment,Energy
7447,Specialty Foods,Consumer Staples
7448,Specialty Foods,Consumer Staples
7449,Computer Software: Prepackaged Software,Technology
7450,EDP Services,Technology
7451,Shoe Manufacturing,Consumer Discretionary
7452,Commercial Banks,Finance
7453,Major Banks,Finance
7454,,
7455,,
7456,,
7457,,
7458,,
7459,,
7460,,
7461,,
7462,Computer Software: Prepackaged Software,Technology
7463,Forest Products,Basic Materials
7464,Metal Fabrications,Industrials
7465,Homebuilding,Industrials
7466,Retail: Computer Software & Peripheral Equipment,Technology
7467,Retail: Computer Software & Peripheral Equipment,Technology
7468,Hotels/Resorts,Consumer Discretionary
7469,Metal Fabrications,Industrials
7470,Finance Companies,Finance
7471,Investment Managers,Finance
7472,Business Services,Consumer Discretionary
7473,Real Estate Investment Trusts,Real Estate
7474,Real Estate Investment Trusts,Real Estate
7475,Real Estate Investment Trusts,Real Estate
7476,Real Estate Investment Trusts,Real Estate
7477,Consumer Electronics/Appliances,Consumer Discretionary
7478,Trusts Except Educational Religious and Charitable,Finance
7479,Food Distributors,Consumer Discretionary
7480,Computer Software: Prepackaged Software,Technology
7481,Diversified Commercial Services,Miscellaneous
7482,Restaurants,Consumer Discretionary
7483,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
7484,Blank Checks,Finance
7485,Metal Fabrications,Industrials
7486,Electronic Components,Technology
7487,Durable Goods,Consumer Discretionary
7488,EDP Services,Technology
7489,Finance Companies,Finance
7490,Interactive Media,Technology
7491,Computer Software: Prepackaged Software,Technology
7492,EDP Services,Technology
7493,Auto Manufacturing,Consumer Discretionary
7494,EDP Services,Technology
7495,Auto Parts:O.E.M.,Consumer Discretionary
7496,Auto Parts:O.E.M.,Consumer Discretionary
7497,Military/Government/Technical,Consumer Discretionary
7498,Computer Communications Equipment,Telecommunications
7499,Computer Communications Equipment,Telecommunications
7500,Aerospace,Industrials
7501,Engineering & Construction,Consumer Discretionary
7502,Major Chemicals,Industrials
7503,Major Chemicals,Industrials
7504,Engineering & Construction,Industrials
7505,Books,Consumer Discretionary
7506,Books,Consumer Discretionary
7507,Environmental Services,Utilities
7508,Natural Gas Distribution,Utilities
7509,Real Estate Investment Trusts,Real Estate
7510,Movies/Entertainment,Consumer Discretionary
7511,Food Chains,Consumer Staples
7512,Savings Institutions,Finance
7513,Containers/Packaging,Consumer Discretionary
7514,Department/Specialty Retail Stores,Consumer Discretionary
7515,Construction/Ag Equipment/Trucks,Industrials
7516,Savings Institutions,Finance
7517,Blank Checks,Finance
7518,Business Services,Consumer Discretionary
7519,Catalog/Specialty Distribution,Consumer Discretionary
7520,Semiconductors,Technology
7521,Diversified Commercial Services,Miscellaneous
7522,Aerospace,Consumer Discretionary
7523,Managed Health Care,Health Care
7524,Cable & Other Pay Television Services,Telecommunications
7525,Real Estate Investment Trusts,Real Estate
7526,Precious Metals,Basic Materials
7527,,
7528,Multi-Sector Companies,Consumer Discretionary
7529,Consumer Electronics/Appliances,Industrials
7530,Industrial Machinery/Components,Industrials
7531,Property-Casualty Insurers,Finance
7532,,
7533,,
7534,,
7535,,
7536,Ophthalmic Goods,Health Care
7537,,
7538,Finance: Consumer Services,Finance
7539,Metal Mining,Basic Materials
7540,Major Banks,Finance
7541,Major Banks,Finance
7542,Savings Institutions,Finance
7543,Diversified Commercial Services,Consumer Discretionary
7544,Major Banks,Finance
7545,Other Specialty Stores,Consumer Discretionary
7546,Wholesale Distributors,Consumer Discretionary
7547,,
7548,Real Estate Investment Trusts,Real Estate
7549,Medical/Dental Instruments,Health Care
7550,Investment Bankers/Brokers/Service,Finance
7551,Major Banks,Finance
7552,Beverages (Production/Distribution),Consumer Staples
7553,Major Banks,Finance
7554,Major Banks,Finance
7555,Major Banks,Finance
7556,Oil & Gas Production,Energy
7557,Property-Casualty Insurers,Finance
7558,Consumer Electronics/Appliances,Industrials
7559,Industrial Machinery/Components,Miscellaneous
7560,Water Supply,Utilities
7561,Office Equipment/Supplies/Services,Industrials
7562,Telecommunications Equipment,Telecommunications
7563,Oil & Gas Production,Energy
7564,Specialty Insurers,Finance
7565,Business Services,Consumer Discretionary
7566,Investment Bankers/Brokers/Service,Finance
7567,Biotechnology: Pharmaceutical Preparations,Health Care
7568,Beverages (Production/Distribution),Consumer Staples
7569,Beverages (Production/Distribution),Consumer Staples
7570,Other Consumer Services,Consumer Discretionary
7571,Blank Checks,Finance
7572,Blank Checks,Finance
7573,Blank Checks,Finance
7574,Military/Government/Technical,Industrials
7575,Movies/Entertainment,Consumer Discretionary
7576,Other Metals and Minerals,Basic Materials
7577,Shoe Manufacturing,Consumer Discretionary
7578,Real Estate Investment Trusts,Real Estate
7579,Hotels/Resorts,Consumer Discretionary
7580,EDP Services,Technology
7581,Steel/Iron Ore,Industrials
7582,Medical/Dental Instruments,Health Care
7583,Biotechnology: Pharmaceutical Preparations,Health Care
7584,Biotechnology: Pharmaceutical Preparations,Health Care
7585,Pharmaceuticals and Biotechnology,Health Care
7586,Biotechnology: Pharmaceutical Preparations,Health Care
7587,Power Generation,Utilities
7588,Retail: Computer Software & Peripheral Equipment,Technology
7589,Retail: Computer Software & Peripheral Equipment,Technology
